#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
640000,179.83687461262122,243.21076507013544,643
645000,172.33350997042834,272.45322444330014,643
650000,182.93850341280395,315.1708144426715,643
655000,168.59362603804368,288.0408189462873,643
660000,199.77428619153676,329.06540064067656,643
665000,175.41152401727624,288.8152305526133,643
670000,155.1412719875882,265.36889632017255,643
675000,179.26052616094105,332.19740750374,642
680000,200.57661986291174,287.42760465669784,643
685000,203.53603358912972,282.89381575266464,643
690000,165.65684791031677,300.5930698100396,643
695000,171.62705779104712,275.6733111449531,642
700000,150.76613285707944,265.3836770834321,643
705000,182.57868726358822,288.2963937050297,643
710000,183.2727919446409,363.03573469565873,643
715000,190.4300895024985,281.1240687544584,642
720000,207.89453549386542,338.7826944822646,643
725000,156.5592203404619,287.44933900707485,643
730000,225.37687832399237,237.70103339764597,643
735000,186.67322225208807,340.88818475774644,643
740000,171.63609806488327,246.09264136225826,643
745000,157.26278605023967,249.17016229415697,642
750000,201.197827009111,338.0890484972107,643
755000,148.37288501685404,289.46092854796285,643
760000,182.51828248830978,263.13769992502955,643
765000,166.98337434038064,287.2225578316254,643
770000,161.4146423541124,320.60012345400816,644
775000,160.73422049559315,310.0445141824938,644
780000,189.8903298972113,329.202033963012,644
785000,172.92547656001807,229.7281923465814,644
790000,185.45231042384782,324.8307789905244,643
795000,156.9158289346627,282.0527458832459,644
800000,180.40201814425407,344.42454960558894,644
805000,173.4158803770609,350.5335932269144,644
810000,172.56537569083815,268.6802099379528,643
815000,216.42517829285032,334.99828359407775,643
820000,180.98481911663384,339.1459761668823,644
825000,198.61448324511426,269.4739113752483,644
830000,193.1542771522863,319.4241091817718,644
835000,175.59703202863312,291.36163177173864,643
840000,187.85438765706851,310.67657459222045,644
845000,195.51591232595035,287.67806724824726,643
850000,159.70001039645047,313.517943330271,643
855000,132.10908255066394,283.4256679773509,643
860000,147.88834285242612,314.1995499400424,644
865000,213.21316829434392,320.7421716210406,643
870000,179.2271399747054,329.6113020719313,643
875000,192.29989447796908,296.2830901619398,643
880000,210.9287083132812,317.9665209999359,643
885000,174.3712375437256,297.59118166750415,643
890000,169.65030989112608,302.68542099627103,643
895000,139.151595073955,266.90550027003354,643
900000,139.47560589178568,320.2456566665145,643
905000,194.14775899236108,349.3247064436626,643
910000,159.01016143216413,237.25971468121233,643
915000,192.8599691797987,317.0909748740868,643
920000,157.17799818514354,285.0144447580079,643
925000,144.26775124556008,317.32359672458335,643
930000,222.13796262094328,250.98783571653505,643
935000,169.7081047782766,318.6754234337427,643
940000,182.18219676132938,276.34972949630213,643
945000,186.4276745541254,257.78222499978403,643
950000,183.92592874251778,387.6775730319881,643
955000,171.686680262684,306.624174021326,643
960000,191.32087688887552,268.21936372265367,643
965000,222.5474844111747,298.0867660681816,643
970000,153.39726831362086,275.68626937447567,643
975000,146.89550208275102,278.6999479200339,643
980000,194.88146610609544,322.1892315776444,643
985000,202.4868475288095,260.5493058968869,643
990000,158.00746873975902,298.26423743004204,643
995000,158.3942293615593,266.3745849990794,643
1000000,204.30847243862905,359.03780861863885,643
1005000,194.90289635168978,306.36568234134216,643
1010000,168.8232035620515,290.6803658233219,643
1015000,150.90718164947194,292.66886615100776,643
1020000,144.26615697348547,278.1319120761832,643
1025000,206.33951874047696,298.58749338289954,643
1030000,154.82725148774057,289.0660869414239,643
1035000,157.23362175316683,343.0195335270728,643
1040000,136.75227044743005,252.4747239091791,643
1045000,151.32474209392925,313.68740056669617,643
1050000,175.47458729932686,270.2672695042148,643
1055000,155.0974091926006,315.73901018151565,643
1060000,172.75020748541246,300.6109092544326,643
1065000,153.043841895032,293.87930050803936,643
1070000,194.9413727004479,315.61336318457217,643
1075000,161.99118806977,283.30890814840404,643
1080000,146.64454969443364,301.36805902679146,643
1085000,163.48139257721138,296.30003477699057,643
1090000,137.18688740935275,359.53998033376814,643
1095000,202.53905897405525,302.06934722112845,643
1100000,203.2093565909662,301.897005369192,643
1105000,189.66157456785277,292.11075379355805,643
1110000,173.15066320927414,340.927759831873,643
1115000,201.1853850202159,319.8170923160912,643
1120000,197.88111660075694,295.54503039862067,643
1125000,167.40876353336319,257.477238609633,643
1130000,218.44905885892405,303.97000258902614,643
1135000,190.98881404018584,276.497465124478,642
1140000,190.37726332783114,321.43050545586703,642
1145000,175.71684752295477,314.6855334026296,642
1150000,184.97982393817836,272.4071619080331,642
1155000,187.67557492762694,268.3382156549194,643
1160000,171.7706902605672,322.44515564255136,643
1165000,175.22495396017712,351.0186935160231,643
1170000,196.22238033798723,223.1679646334322,643
1175000,157.46343878823689,312.68578832587804,644
1180000,136.6079499790094,308.7104771399249,644
1185000,158.33212562695408,272.826175852302,644
1190000,161.3943730205289,280.9916367033506,644
1195000,196.26802646646877,317.5298728648885,645
1200000,196.03490802474482,299.89165646890945,645
1205000,234.8326829047607,360.0789385749801,645
1210000,187.2649814609308,299.9953479161799,645
1215000,176.4301011408995,306.76112945351673,645
1220000,184.25603765438493,317.8521392845997,646
1225000,153.5976604229139,321.01203313682083,646
1230000,205.06737205745253,363.3520539426715,646
1235000,151.20936875464403,292.02506108057037,646
1240000,133.03091876974733,313.03895491778013,646
1245000,201.33103471644583,273.43699224584856,646
1250000,232.811585949548,308.9432320889145,646
1255000,170.20499211883185,255.99326176710295,647
1260000,160.93889551230347,274.42722672588434,647
1265000,209.52027639433413,305.23993101336356,647
1270000,172.13090829421532,274.140801766655,647
1275000,198.17567186174028,308.33037402116844,647
1280000,183.03132979723512,300.0491159150211,648
1285000,210.75888788818284,254.22457802044357,648
1290000,168.65768107533484,339.0311378172288,648
1295000,160.89390012059494,270.1985546456965,648
1300000,207.66406721370566,356.00431582406475,648
1305000,196.75691730646474,248.7620034128997,648
1310000,166.30644823890017,324.9230513846148,649
1315000,189.11399371366258,308.9713050495275,649
1320000,212.39726466812604,302.3992484393372,649
1325000,164.73760198353406,324.2539187401503,649
1330000,149.0307699483192,331.0581659034495,649
1335000,145.32394802033275,257.54287709978456,650
1340000,160.63779872869088,327.47795192507255,650
1345000,151.0955626593537,267.13307703521923,650
1350000,196.23429820166027,273.7004694631202,650
1355000,144.15263611788487,310.75642598159317,650
1360000,182.8185764066364,351.192051607385,650
1365000,196.56322780335987,271.1029147707676,651
1370000,211.88583812659758,388.285563545877,651
1375000,150.1472571748028,382.201743652548,651
1380000,189.74365322815433,339.3533220790768,651
1385000,154.64951067349512,289.2146302261933,651
1390000,165.45600959808667,322.562691993209,652
1395000,166.9877213199458,289.3186532924801,652
1400000,161.92292300545787,265.2039764794048,652
1405000,185.3822310311181,299.4681909101037,652
1410000,166.69550950263766,256.0110501760834,652
1415000,192.0993751939208,221.28558682702072,652
1420000,204.292106770398,277.93640236779214,652
1425000,191.3785452461416,271.84417679238675,652
1430000,161.78314725997157,287.8558745849798,653
1435000,196.9162823767389,320.66002684394294,653
1440000,178.4617129208334,246.73294297653624,653
1445000,159.75672388515596,275.781408483357,653
1450000,177.76223907870255,258.27424047994003,653
1455000,186.77199387276596,281.822831852119,653
1460000,212.0408172314308,328.13556562863255,653
1465000,165.1219652616505,290.1459585349756,653
1470000,193.7236982374712,341.7616066835434,653
1475000,153.68173768631664,236.0243414007077,654
1480000,158.43821277320913,321.5180187185054,654
1485000,168.3237167924535,318.27490339416823,654
1490000,166.1720638922748,264.4618227831892,654
1495000,211.51812087664894,286.2762356879195,654
1500000,195.86677385663452,339.9369146628565,654
1505000,189.3064827391598,282.48101103261615,654
1510000,207.03825727519956,294.31393859445274,654
1515000,199.0531471262172,342.1919592466605,654
1520000,138.05276488301948,289.14692809477634,655
1525000,151.51543198470907,271.91173093629703,655
1530000,171.6107243125348,335.36670309950716,655
1535000,174.57970382179053,266.8621573026605,655
1540000,162.19590243347324,267.7599946207019,655
1545000,185.93572834891336,349.2786923251972,655
1550000,179.8855641290299,248.16686999561495,655
1555000,201.7025714400374,272.63732456317166,655
1560000,181.64212986222725,288.3682541672636,655
1565000,194.4499967330932,287.33027456150944,655
1570000,174.57563347898324,359.18617428454826,655
1575000,171.3256977285512,287.4415952718237,655
1580000,182.6966041517975,264.0343023418606,655
1585000,205.51912934837262,352.77718639792306,655
1590000,163.18460889174276,231.70134565936675,656
1595000,135.19679646299136,270.90573806320225,656
1600000,171.99823038988706,310.05972970723684,656
1605000,159.19153550603895,313.25860349313683,656
1610000,182.30696149832946,278.867465560634,656
1615000,160.9344294659874,320.6875434366349,656
1620000,178.10778508671243,309.3436427490354,656
1625000,209.27651498994283,301.73781028195856,657
1630000,168.71443105957468,292.56749712507747,657
1635000,164.67441024545874,304.3946869124163,657
1640000,178.29576122598138,337.80205586120593,657
1645000,189.2435369438316,353.04511588061825,657
1650000,169.40070533800989,293.4091593282139,657
1655000,183.20254528881304,296.0046185833608,657
1660000,187.0557302246035,301.1741569058207,657
1665000,171.39965952712123,331.2658506443223,657
1670000,161.40480724125888,308.04590052936,657
1675000,183.3757189039351,331.52207921678934,657
1680000,172.3301527902605,285.72688642187853,658
1685000,147.90788609020578,285.09138810050945,658
1690000,144.89342132775323,272.90846880514584,658
1695000,174.3501064250926,281.42235122500074,658
1700000,182.1843558170801,339.92304497497963,658
1705000,154.58180025272802,287.6632016316189,658
1710000,174.88685338619663,362.0027744717567,658
1715000,171.55564926488785,336.0265965774439,658
1720000,219.2482471965013,286.070664491238,658
1725000,171.66373155049536,279.0847173900869,658
1730000,206.94065945011292,285.14243936076275,658
1735000,150.86011097767314,327.69635017052735,659
1740000,177.60514597268224,270.0507822084029,659
1745000,191.8775110276378,350.31726227667804,659
1750000,165.15671149468866,319.7760902528372,659
1755000,189.5806416707233,251.43867920845415,659
1760000,186.17375999565033,227.3358533648512,659
1765000,154.48267581974795,259.7934262823032,659
1770000,166.20558904190258,319.25966317890277,659
1775000,188.3964417567614,292.26530632180953,659
1780000,152.76123671916477,299.7578086051687,659
1785000,147.66580912979617,306.7312166884766,659
1790000,163.4478382565036,354.0515809044294,659
1795000,180.90263208378016,290.0467463309465,659
1800000,226.87446262959813,303.28093451162516,660
1805000,193.45465605591863,281.1062518601819,659
1810000,178.05656915773685,282.2416381394805,659
1815000,183.1745511175224,281.3184643591016,660
1820000,146.87570941239835,310.660619296362,660
1825000,144.49494341030066,293.2470993582979,660
1830000,153.0050050263597,311.82080904880974,660
1835000,191.25303156097044,342.44935204745866,660
1840000,171.05785343746513,249.19939493560878,660
1845000,158.49205488369617,238.4690770306017,660
1850000,195.208274522299,290.70116771929077,660
1855000,223.29134476574686,281.6991382994756,660
1860000,189.91841791743164,243.25496176362637,660
1865000,185.94932140241355,298.591413050383,661
1870000,185.10257154612842,272.35280229121037,661
1875000,168.5776221229436,244.2451425799608,661
1880000,149.11653555657287,297.10709209489,661
1885000,200.69538020302326,342.3379812416726,661
1890000,203.40170334367744,277.9263224116538,661
1895000,155.68027033514605,300.8844441722153,661
1900000,148.88298172385188,322.1334911852131,661
1905000,200.26237647810774,286.3034150530445,661
1910000,137.14703422896847,291.6555099641832,661
1915000,179.5988545021493,266.73157515810595,661
1920000,179.98216070458335,351.10542260401064,661
1925000,197.44836288821057,291.7642640649841,661
1930000,227.01421280483012,364.00553529259446,662
1935000,178.95017158428507,281.001362544993,662
1940000,201.46353621391833,317.2945259966909,662
1945000,128.18415850927408,276.1319490239492,662
1950000,172.88094749860764,287.13120278173426,662
1955000,178.1804186437861,327.0599735717538,662
1960000,175.07362265954038,317.57805692805005,662
1965000,171.36689538644828,349.63206275263724,662
1970000,140.97990968509993,274.1297816281509,662
1975000,172.53844986747885,365.18452473152024,662
1980000,211.09478780279912,328.8774924535826,662
1985000,142.60747928603067,312.57819352720367,662
1990000,193.45605326737794,259.09588718148785,662
1995000,170.2516580997053,235.79279411717766,662
2000000,185.75493131361677,301.8257533690208,662
2005000,184.58540952726048,336.1866965393539,662
2010000,170.85716828555513,290.0067964297167,662
2015000,167.20470059226736,295.1471387603996,662
2020000,167.98685015104726,265.61312088191755,663
2025000,208.28908407901966,278.78870654823004,663
2030000,164.85678235196886,352.4294883840854,663
2035000,155.07035085936852,303.9118143618057,663
2040000,203.32374688582513,261.6073486317372,663
2045000,193.72350884788528,342.8017133115285,663
2050000,210.56219060272772,275.537054286064,663
2055000,178.22297713559908,280.7853953370506,663
2060000,164.6177924742338,267.8292216859932,663
2065000,176.41751532229497,327.0073522831078,663
2070000,183.68157551030308,275.18627611775156,663
2075000,198.17677944966687,273.92468781098853,663
2080000,193.70405916191106,290.8479952281495,663
2085000,152.07074173701358,281.357913348501,663
2090000,151.21364357094745,263.6087899565782,663
2095000,168.51651072784168,270.6772477362058,663
2100000,230.82780459907508,248.40360723868255,664
2105000,200.16287389029102,295.1784969883761,664
2110000,196.12639203273602,374.1995368666507,664
2115000,217.33374349877334,308.35080217106696,664
2120000,189.6480037909564,311.3250109971492,664
2125000,177.86849823245328,240.18202381304542,664
2130000,180.06882657316913,332.8157574441888,664
2135000,168.8896484972111,348.1462174102545,664
2140000,182.7314833009181,330.74593610517815,664
2145000,184.8684826499735,321.5427969858033,664
2150000,166.16616327968015,324.9060383248683,664
2155000,180.35371926759657,306.01001919970565,664
2160000,182.9677653873093,296.51359557127887,664
2165000,160.30704198821974,311.3837995318311,664
2170000,187.8616168904222,287.86395631198053,664
2175000,172.15894899478008,333.44668624677183,664
2180000,191.879167991983,328.0353722479423,664
2185000,171.50087202328487,339.2938941116317,664
2190000,216.414340304072,288.8135086966672,664
2195000,159.94964387246415,279.3227733989036,664
2200000,196.70603488400053,295.65581054416504,664
2205000,186.22653157066594,322.3432881788482,664
2210000,232.28466727659278,346.2366804409258,665
2215000,190.06542669556978,335.6926913857898,665
2220000,175.528861163883,279.56010217857187,665
2225000,189.66180098337213,301.6570463158132,665
2230000,167.6499472692388,323.36924228084433,665
2235000,165.85386965751354,228.16945581927686,665
2240000,164.41111507265518,319.51490543646554,665
2245000,194.59906051900793,316.2376176464203,665
2250000,172.600714912135,308.26251048441526,665
2255000,183.6858722549924,307.6342221312097,665
2260000,187.58192164829026,306.1301986143833,665
2265000,187.62338264895757,320.80647691952123,665
2270000,135.25592579964385,290.9538606897889,665
2275000,201.66121890308165,298.94731020474387,665
2280000,188.51853994657884,304.36259317106686,665
2285000,177.93642962461624,292.20890759034097,665
2290000,197.0919298657572,294.2545300535751,665
2295000,147.70314254107134,292.00039439011425,665
2300000,138.40044459994985,262.5098459923518,666
2305000,158.74746110984145,301.6894237545524,666
2310000,163.868887752469,348.9841099411625,666
2315000,214.2921407100268,318.16552497827814,666
2320000,200.3744917181677,296.6015750027084,666
2325000,215.6427221170881,316.14955516016784,666
2330000,171.0990007739773,282.0966820208222,666
2335000,179.93784410141873,358.63065287507084,666
2340000,175.41036280854493,295.5384479889924,666
2345000,172.10036313742174,297.407179185304,666
2350000,170.4803236873878,275.425744819164,666
2355000,205.34891982179136,324.1148262913609,666
2360000,172.38453081490854,318.6887111974556,666
2365000,196.4527373186564,326.0069918021153,666
2370000,160.29603343498653,326.3144842847177,666
2375000,167.45123686367077,303.38551189699405,666
2380000,194.13008351149358,299.88262191303875,667
2385000,173.8017260936526,263.24536538211225,667
2390000,200.41485625949844,314.73133921201503,667
2395000,166.13934347483288,267.6529092422408,667
2400000,179.22537602002774,251.63466632556103,667
2405000,184.88000637734044,305.9522355930081,667
2410000,175.18084754732195,272.19424550620573,667
2415000,195.76014962977737,253.67998618657418,667
2420000,133.8152968221954,263.68946005641277,667
2425000,166.6640822753045,267.43054343840384,667
2430000,176.32723627757358,279.9074465780341,667
2435000,195.62360602337884,322.7382169408892,667
2440000,160.74802871555508,387.304187561349,667
2445000,160.62032671454688,279.2688642742197,667
2450000,136.63454688076374,275.27806182508556,667
2455000,144.9326865944083,325.66728062409436,667
2460000,182.58590856985245,291.02391289753604,667
2465000,148.87349729636517,279.1653285152347,667
2470000,161.81554072033327,278.77970190533637,667
2475000,157.42046747416822,278.041685833218,667
2480000,175.42225956408043,262.23788305626806,667
2485000,203.7344396968636,276.6883561680093,667
2490000,133.70241385463913,298.0682223235838,667
2495000,186.1150240694708,310.6094560929641,667
2500000,181.74203322181498,262.373588018906,667
2505000,160.89313202705847,326.9020663571829,667
2510000,145.8175082595624,327.4441181144694,667
2515000,121.76869241220345,321.16687617472485,667
2520000,176.5499660869036,286.14289493865186,667
2525000,213.10428962143988,273.86884735339845,668
2530000,190.41704793012133,304.11395726570134,668
2535000,161.44789010683502,305.70821756981405,668
2540000,199.22476122868005,273.6634942912788,668
2545000,191.94428011049544,338.90639881974175,668
2550000,170.32114922309745,319.645243941706,668
2555000,174.26081583876515,347.6517780413817,668
2560000,191.2329994596848,327.49090305614976,668
2565000,208.9758061417721,340.63096374503397,668
2570000,174.8804262398475,326.9458172966525,668
2575000,194.67489248640908,333.1351601032484,668
2580000,183.65651820126413,316.76767331330115,668
2585000,172.50259401784666,267.83153767048003,668
2590000,187.97153901132054,334.5547242532856,668
2595000,166.75571296974357,316.3974716663415,668
2600000,171.67687111437706,283.4966349725507,668
2605000,178.21579208179944,351.49192980880616,668
2610000,158.36250729784808,333.85512394939104,668
2615000,207.0330940174527,310.23170901305764,668
2620000,188.95612150850747,269.5188184199387,668
2625000,193.3586858073465,274.8354665011621,668
2630000,165.07847878799708,298.6347533644159,668
2635000,160.24980495054913,290.3251415408123,668
2640000,207.2248647938166,272.84877766987057,668
2645000,225.96236646479338,321.0981605256979,668
2650000,170.78662782470042,275.9163520841525,668
2655000,195.21618255899276,317.78780282479977,668
2660000,146.9462092446584,255.76192722391932,668
2665000,208.32300013720936,345.3637479120716,668
2670000,173.57968629414694,317.94673878440653,668
2675000,149.9176545446331,235.82732690918505,668
2680000,190.5923164574965,289.4965232336796,668
2685000,209.05728367788345,318.17466755635513,668
2690000,170.25386581364424,376.9494983466265,669
2695000,169.59288822375453,286.8794614680916,669
2700000,167.61925937525842,323.1079687791826,669
2705000,192.15841909372156,298.9595980093307,669
2710000,170.7283378321534,275.4774116495613,669
2715000,162.12182088106397,315.45120213963594,669
2720000,168.83365894568982,305.3401676387487,669
2725000,177.36308549783365,282.99653425987736,669
2730000,177.08465630384347,316.4416736754459,669
2735000,149.5971197352063,313.3766187538174,669
2740000,213.48833806839627,316.84253660196987,669
2745000,170.2167229297065,230.47765752738374,669
2750000,216.9795120212531,328.65819722822886,669
2755000,198.56422393500392,315.28055414039,669
2760000,150.93777083359578,244.05008706312316,669
2765000,146.30578502981734,290.1193383934633,669
2770000,190.55673885857684,262.203380224753,670
2775000,143.09120942768962,209.61727847248258,670
2780000,178.1327418345881,279.24929851378414,670
2785000,143.28056557941645,308.88560610094294,670
2790000,212.40714692509752,326.4896724179352,670
2795000,164.00193056926219,279.48494978540936,670
2800000,192.77581751839992,331.1916499345007,670
2805000,150.83306938633808,257.1162632334851,670
2810000,226.3621752868844,328.8041964786607,670
2815000,200.24291069297755,274.9342888438917,670
2820000,189.36119430015566,264.08393005797984,670
2825000,182.82723691874423,372.7505307169894,670
2830000,171.41023815657041,230.8696647287287,670
2835000,164.63663106422092,326.371155868984,670
2840000,181.2260468667408,346.0758539599868,670
2845000,197.26136995300863,300.54860678063227,670
2850000,213.85609697464812,228.23188598179084,670
2855000,201.20987281109214,354.35627574351633,670
2860000,181.82239286500487,400.569692758223,670
2865000,197.93975962359966,253.67305091305,670
2870000,163.50718012824797,243.74509699974098,670
2875000,200.41968108538524,269.51101809691164,670
2880000,173.52761250449385,297.8790878099796,670
2885000,151.67498791452894,283.80247791830027,670
2890000,196.38696671627224,273.9821282298127,670
2895000,198.87430575408155,314.8417279817777,670
2900000,185.51928406293783,319.45329986631816,670
2905000,196.2120092567208,264.42182864671867,670
2910000,178.1795979307007,275.5146986309721,670
2915000,184.2766782840861,322.7745263992656,670
2920000,209.30650765469264,310.3141057312177,670
2925000,185.8410616710934,265.7053219996366,670
2930000,174.4597007807826,303.5025778545195,670
2935000,181.46538771983828,273.3365585096795,670
2940000,193.50798182355118,233.41530560413966,670
2945000,177.79171165936054,299.65172252125745,670
2950000,150.07716093907243,263.06116022917,670
2955000,198.0069612126838,381.2731756042237,670
2960000,176.3482941027986,381.3570942986001,670
2965000,188.59581440104913,305.69908313206963,670
2970000,143.1175942330844,298.82210443568744,670
2975000,160.07256567190765,268.2384344828411,670
2980000,179.08998010402092,287.274530067614,670
2985000,183.3022312548491,240.15205680672838,670
2990000,188.6951299177338,312.5775235468955,670
2995000,205.5057700990628,293.7166363221206,670
3000000,167.90514152255554,345.0571552858832,670
3005000,148.02934346133554,291.1690074308699,670
3010000,165.49872095865152,297.97069877414765,670
3015000,189.95604308355536,285.95959893180776,670
3020000,196.4886001952062,261.33586276518724,670
3025000,184.3738772689169,294.0915212091591,670
3030000,198.51861248913377,275.2641063559173,670
3035000,150.7204606854887,273.1672132215247,670
3040000,189.94172890290517,285.23110646684705,671
3045000,208.73877822399785,361.4691723872582,671
3050000,155.26131451452048,240.37988053836187,671
3055000,160.63522441752716,280.3234358918886,671
3060000,205.01663737953737,305.9834716050355,671
3065000,140.3418530923656,289.5789123243807,670
3070000,160.06129450889844,294.03096398774625,670
3075000,164.68136806349108,238.85974026115971,671
3080000,172.56611545332433,296.8204127577546,671
3085000,190.81063525627587,297.82179984485515,671
3090000,169.57546226488665,299.10219054836284,671
3095000,183.07125658759105,270.4784335059333,671
3100000,162.08900527507927,352.81983567024827,671
3105000,149.9389390735131,316.46061246941406,671
3110000,191.4240549819886,343.16666333159696,671
3115000,185.336046042061,320.4996759168969,671
3120000,167.8320963961943,331.3278871324412,671
3125000,156.13571079952143,293.05636159164857,671
3130000,118.97761541909242,288.71960679712447,671
3135000,158.83914391893245,323.1965542605339,671
3140000,165.46325342942646,294.0202442968525,671
3145000,198.31688675031467,337.03997545599117,671
3150000,191.94417348879216,324.81334272095586,671
3155000,172.9357557444898,403.52302074003893,671
3160000,177.48243602294315,375.88503307411526,671
3165000,176.67294709382804,299.9907161515004,671
3170000,189.50485734466275,350.84447934308696,671
3175000,226.59412289549934,291.3721886552615,671
3180000,173.17955686446544,290.73730808050306,671
3185000,177.65239501230946,248.6944097530304,671
3190000,178.5040399040937,314.9211392774472,671
3195000,163.86345436001554,327.2279595533574,671
3200000,178.1015347781094,305.79008429673746,671
3205000,171.85107927757568,289.23522071287897,671
3210000,154.33701630022972,363.1804213417007,671
3215000,175.81410367298554,286.10288258478954,671
3220000,179.39682264129243,305.1840786979133,671
