#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
760000,220.16524485018118,328.6057852082499,745
765000,182.2218837916245,324.27136667011075,745
770000,197.72774834388315,302.8979275071145,745
775000,204.85226953006514,345.27702150882044,745
780000,183.7927646058043,300.07917571495756,745
785000,162.01911049528317,314.4220564829897,745
790000,210.645198087819,342.9249374034011,745
795000,214.38098300592424,261.6223897912086,745
800000,228.67390883389567,282.855259448748,745
805000,191.81708334466305,289.88679062472676,745
810000,177.8997785725506,280.9470296944324,746
815000,179.91297168419408,289.58615839203185,746
820000,182.3213549143859,253.69699998124972,746
825000,151.175617331062,248.15938697790475,746
830000,193.01191501534495,283.6696829062733,746
835000,179.21734850646976,359.882363555433,746
840000,178.11147618825572,304.8487850844385,746
845000,210.79445540882114,312.2896998178327,745
850000,203.95576633084733,303.5395997664931,745
855000,209.43252129013808,298.13064549044236,744
860000,216.47157049170949,396.2652432957786,744
865000,191.75953865259433,295.7102541015789,743
870000,166.2276223564009,284.8281883655279,743
875000,200.45281584936086,335.9564080180514,743
880000,184.42588360406683,284.24354235488045,742
885000,253.54172080934853,322.00144089403165,742
890000,169.15465423507192,309.8316760375423,741
895000,196.88703177631075,294.8159534613721,741
900000,172.65646105567342,231.0131120040826,740
905000,192.04508843968478,367.39747594883397,740
910000,217.04516103268898,285.5441490660789,740
915000,176.2346117492672,339.7154590896157,740
920000,213.793574361194,285.1906735169757,739
925000,172.56734746082964,288.754280181746,739
930000,154.80507656387715,315.97882670570556,739
935000,187.5241027210521,349.4303589610616,738
940000,161.6322197540423,319.37620011238045,738
945000,185.7370881424688,325.7176468596523,739
950000,196.1459104964281,319.7619757314823,739
955000,195.09537065553906,278.2449855689857,739
960000,181.66269717140273,262.83265593960687,739
965000,256.0318858489609,272.12358595650596,739
970000,180.0390524950693,356.2346186925471,739
975000,221.76285691729396,305.88279381091274,739
980000,171.26116419152203,332.2299555405486,739
985000,185.90925024453531,292.05125699595845,739
990000,197.14900084377786,284.9370336467046,739
995000,186.38069588487076,285.7142120519945,739
1000000,187.2691914031088,281.48007521530235,739
1005000,194.16148905069255,272.0736642813767,739
1010000,196.9961227105042,257.2192289579305,739
1015000,197.45195458641888,366.75766210861076,739
1020000,176.55408643656497,228.4598854191842,740
1025000,174.87514254895692,294.4535450287578,740
1030000,194.22746466230595,271.04860651986337,740
1035000,174.25453602303452,286.01042899564874,740
1040000,178.71175250148065,269.0897194974514,740
1045000,204.07546331559223,268.83002343823836,740
1050000,154.03824924844454,282.7594769604349,740
1055000,210.90504217243645,314.1982091005211,740
1060000,206.5912017330484,332.750253941668,740
1065000,183.1519062360741,309.65402573351224,740
1070000,210.14590350798744,275.63272107439417,740
1075000,207.4058036801855,304.9930150974003,740
1080000,230.32194761014557,330.2516697663226,740
1085000,224.73780206282433,317.55172692721175,740
1090000,237.4557748522469,259.98961524051964,740
1095000,162.7303824560958,317.6988879478662,740
1100000,191.76808304609577,284.3792674476508,740
1105000,183.47980469654425,319.41857022488955,741
1110000,202.7243490185721,305.24932469498424,741
1115000,185.16758012901823,255.79255291498248,741
1120000,180.57877800682002,315.33251997959434,741
1125000,187.06060414488124,306.57176580392286,741
1130000,209.84384720779488,273.8859234328735,741
1135000,166.82561551211123,273.6882715448699,741
1140000,161.08939468183615,317.2610926524168,741
1145000,186.77294506064337,266.45886311027374,741
1150000,205.49332798908185,316.67362928388087,741
1155000,192.53424997353218,362.25337047019514,741
1160000,196.98932279473544,254.81568974838837,741
1165000,161.75597585554624,344.32239723559434,741
1170000,191.3650087460186,325.48112194243936,741
1175000,187.79512468127547,352.02217102688337,741
1180000,193.79519971342776,253.95477520469234,741
1185000,177.26027504169033,348.3125935226929,741
1190000,159.62306151241089,289.05397009902396,741
1195000,150.57613115600856,328.440373210125,742
1200000,201.7778018237343,294.9657515880862,742
1205000,179.140495444369,233.4864979095999,742
1210000,173.8021066094058,300.2634291851432,742
1215000,173.3899407977981,270.82841408348077,742
1220000,178.66753307645018,288.0528952631035,742
1225000,213.5091750127515,330.8347963747731,742
1230000,211.62564962053168,311.8701532985418,742
1235000,175.282457108412,289.986500262374,742
1240000,193.95100214300865,250.52850701814222,742
1245000,179.3775069871247,304.89455521513963,742
1250000,210.18076688145663,297.0603320976222,742
1255000,196.3840630204775,256.15367381754413,742
1260000,190.25143355869142,281.617647554585,742
1265000,162.2656288047673,282.7136412577023,742
1270000,220.21151047510887,332.5445081936438,742
1275000,209.3635316359359,290.5210590532978,742
1280000,199.83295278490633,347.58390449678507,742
1285000,194.69805437108442,277.01406751799607,742
1290000,179.15043460560065,278.8062001350341,742
1295000,238.21348281347196,294.2112678768167,742
1300000,156.01784059272836,241.47142826335724,742
1305000,156.21419984994907,273.7604983096115,742
1310000,181.5852505372302,283.50240297276366,742
1315000,168.22264440955985,300.70925751990455,742
1320000,182.51976687503605,272.55765546712513,742
1325000,238.76262668693266,320.1853053887366,742
1330000,223.0960741551151,319.52099843816836,742
1335000,167.19678590299588,272.7837330401458,742
1340000,162.38874103579565,342.71158069403396,742
1345000,195.52190733882236,351.9644781871259,742
1350000,182.60556356892374,272.6209388476051,742
1355000,206.76177555000496,339.9111296325143,742
1360000,194.3847303793105,305.04857668850025,742
1365000,164.46570254616012,320.14407242069836,742
1370000,182.41215215377227,309.1588793323441,742
1375000,239.71322432349046,331.9704280187417,742
1380000,203.89800564635493,309.1571592551716,742
1385000,187.94163774541346,316.3619943447919,742
1390000,184.94915836841716,310.58192137869133,742
1395000,206.0964786879668,336.182216942308,742
1400000,203.97365997005176,278.1840403213754,742
1405000,238.02443332140118,261.0648171959953,743
1410000,177.31326960661647,326.8600581299851,743
1415000,195.24493790145434,296.77033280747247,743
1420000,218.08950165530842,343.19044751435644,743
1425000,199.41331495023326,322.64456832054555,743
1430000,220.41881772441064,254.4504189879167,743
1435000,203.13444638706306,294.54623707598324,743
1440000,129.31009290654578,237.0243616390473,743
1445000,168.87350006104472,310.23154143367964,743
1450000,185.03233244953688,318.28587830206976,743
1455000,191.15425603855994,324.79589801866365,743
1460000,212.96459199004389,342.64277803705824,743
1465000,216.40027034445558,387.35776996221864,743
1470000,216.40222652320156,300.2533139932015,743
1475000,191.37637036325833,305.6734910828531,743
1480000,195.9055287880568,285.6100555814882,743
1485000,172.11622538632608,281.62327965886294,743
1490000,206.53418584106083,284.84526906933604,743
1495000,197.88520914107738,300.99458568383864,743
1500000,156.82464182681227,336.2368300673055,743
1505000,201.10431555878142,269.45426315751496,743
1510000,185.90829662825544,330.0734936627449,743
1515000,179.55212200126869,285.79843187506447,743
1520000,136.11340669939776,316.52096642123183,743
1525000,175.23366824750335,290.9921468896345,743
1530000,225.61271266728107,290.6179508371142,743
1535000,170.87726817880753,299.7837892959596,743
1540000,167.20772851626813,286.6537148449017,743
1545000,192.66856048554718,318.02577909106157,743
1550000,178.36660273199897,232.66068925916022,743
1555000,156.26438268797892,273.6236600380157,743
1560000,216.22375470757436,263.8803823451854,743
1565000,206.53449598360743,317.5106917294348,743
1570000,176.89504121110878,329.44704811875147,743
1575000,193.62057380060662,243.72365782917436,743
1580000,174.86146863760663,285.75872499505846,743
1585000,188.7251654563858,344.5617085379975,743
1590000,154.7758360181847,318.4911170994257,743
1595000,221.13372178786204,255.42945660221662,744
1600000,191.51781564421162,292.55385893636844,744
1605000,193.7580582706736,362.1024137264962,744
1610000,232.31814878675627,305.08603478399897,744
1615000,184.66932270323508,268.68728342749034,744
1620000,184.1619231044346,263.9956172593357,744
1625000,193.09801041260505,291.17908934772066,744
1630000,261.0179688630279,347.974503450022,744
1635000,174.39964635180849,253.55875583989274,744
1640000,183.5049875976475,280.5275432862981,744
1645000,197.39387318994403,289.04731236905485,744
1650000,193.8377258026884,303.6614001507763,744
1655000,189.68514795865724,278.71225796706557,744
1660000,221.80658436890545,318.69579741718394,744
1665000,165.05862255244415,300.6546391558159,744
1670000,196.06301751421182,279.142259832867,744
1675000,193.56660274355005,349.32838215985356,744
1680000,193.95647775305048,298.06847765441427,744
1685000,192.1019155380638,290.60822698889655,744
1690000,173.24873664651977,300.19277274650847,744
1695000,218.85471846766566,331.0781954122971,744
1700000,152.3303952390576,254.18833283229753,744
1705000,168.17490815057675,348.1899129117976,744
1710000,174.05823233882086,295.89532648352724,744
1715000,178.73605600621505,285.09679663624235,744
1720000,216.33647245852606,297.58328175663763,744
1725000,211.77174443919267,310.63252498224165,744
1730000,176.38152556705833,274.00804469792064,744
1735000,208.57315220795138,288.51949165482466,744
1740000,184.83530533069606,355.45639366251373,744
1745000,154.64536329148845,321.1121708099445,744
1750000,138.9842307414411,323.0095059727166,744
1755000,236.52334193080625,304.5361496329462,744
1760000,203.64419427310946,269.7235461246074,744
1765000,199.13020284198015,317.00538598355337,744
1770000,182.67613036959494,276.3983987813462,744
1775000,186.4862154241077,293.4230541094833,745
1780000,145.3705286721005,281.2985245801589,745
1785000,202.88343829882012,284.04478358515655,745
1790000,215.7788036731739,310.5010045784303,745
1795000,177.67880106164665,347.0829419339871,745
1800000,199.54714648315337,311.7509690829827,745
1805000,209.91307281400753,276.5999640761772,745
1810000,180.8643319337272,279.2937545752528,745
1815000,188.5243440205018,349.09640199271183,745
1820000,223.71952994137197,353.40877155690487,745
1825000,164.0873128537512,274.4177026136734,745
1830000,205.92052819347415,291.58369888116584,745
1835000,172.18779958035535,308.8468394407889,745
1840000,169.5376757167163,281.4936613042237,745
1845000,171.62767967612302,405.39268495724247,745
1850000,201.30117823188567,303.6871006169045,745
1855000,171.30325314100656,241.59959249413382,745
1860000,193.11875422997633,297.54744780174263,745
1865000,160.60158835668602,318.30179465839865,745
1870000,183.81391896577816,313.00211282700985,745
1875000,174.7957289922484,280.06971255045954,745
1880000,182.0805116241494,395.12493106793676,745
1885000,211.19347134158323,307.4700911967945,745
1890000,194.92129633590577,242.69585663773856,745
1895000,154.8891063368681,258.5266735652008,745
1900000,171.31511763861948,327.1852125415473,745
1905000,186.04133110361127,300.5584995465656,745
1910000,192.07789864823695,289.86403499478064,745
1915000,157.76980438086557,346.56069757694416,745
1920000,166.7717947645914,322.7241635166476,745
1925000,195.35902352174898,288.4626923192431,745
1930000,188.90804632775865,283.70830385762184,745
1935000,178.59361735075896,291.13632074678065,745
1940000,198.75211249182007,278.7674976607213,745
1945000,163.9208883243682,172.0275160652351,745
1950000,201.99488254111887,347.64705469445033,745
1955000,172.75563728905928,301.54392630571215,745
1960000,154.72393516208797,303.58841096251416,745
1965000,187.46177895005584,262.8366505512902,745
1970000,183.6253447842525,349.9278174256194,745
1975000,190.56109286736282,277.63120609503204,745
1980000,193.8574050366372,328.56343015843015,745
1985000,171.4164062961968,289.0057782538213,745
1990000,192.78978153856053,287.61706921047573,745
1995000,160.7301830662321,313.4461121245649,745
2000000,162.31622609838178,343.4203734816407,745
2005000,196.85545688213745,318.14097186524276,745
2010000,173.72052346727952,282.4914481119524,745
2015000,186.33469491474625,264.3073662705956,745
2020000,183.7012129235209,297.92769577539457,745
2025000,180.67224463540555,270.5583446999859,746
2030000,186.3321226216598,349.328449277692,745
2035000,228.97382844186203,321.2882599575529,745
2040000,188.92895448467988,320.03521750002335,745
2045000,168.42057839315538,299.02155358772325,746
2050000,167.19524006727113,292.022806637179,746
2055000,189.85394718334535,306.8083918991328,746
2060000,143.8886309261652,317.63408686273397,746
2065000,193.42122029284548,320.49921763156163,746
2070000,177.4190156797971,273.09596848759315,746
2075000,150.86901825943986,268.11208995325507,746
2080000,209.80179450878117,316.1272015209964,746
2085000,205.54388022262836,267.2333410716018,746
2090000,181.99063905273127,203.9219871640053,746
2095000,218.24399493460652,283.91305655571676,746
2100000,193.2859047527685,289.61573014931366,746
2105000,179.09564624783644,245.38614043503858,746
2110000,232.32764708612768,398.5238551637403,746
2115000,167.13407814966962,320.9857406421249,746
2120000,181.79791572606382,294.0163101426239,746
2125000,213.27922419386636,335.34181037639246,746
2130000,215.5398688383919,324.204482048345,746
2135000,177.10095479764956,290.37171142368965,746
2140000,184.8066398855782,294.3093234956768,746
2145000,156.74412171784758,259.6097373524477,746
2150000,182.51493941102783,321.56990341500716,746
2155000,204.04020778857097,247.6181888068677,746
2160000,207.43248886245988,293.5670092601976,746
2165000,220.30482175533737,335.855321047335,746
2170000,163.86215136107734,278.4319442098094,746
2175000,175.99985906544987,290.6733154220914,746
2180000,185.16123224746602,295.3977386116651,746
2185000,233.65467229912855,348.1896644727211,746
2190000,190.30245096143454,329.69641368658023,746
2195000,213.1181798488698,268.4183679615676,746
2200000,158.2494280643283,309.86083423415135,746
2205000,176.47508464310334,244.80677301588145,746
2210000,185.45956287263434,324.47255857803384,746
2215000,175.33154683710856,328.12320547201,746
2220000,184.65940913705003,329.99820301514393,746
2225000,180.90572938497468,320.87255766379485,746
2230000,203.4139929484784,262.34363964467565,746
2235000,191.66447510650522,303.9752890557151,746
2240000,176.66518677208035,349.9488198850579,746
2245000,175.30154894074073,319.3381356688676,746
2250000,173.48645820316224,330.879982478213,746
2255000,213.35285247364453,310.49963540176475,746
2260000,176.32632976104915,315.222078625556,746
2265000,182.48197076068303,273.53549872388214,746
2270000,189.43565818322435,230.3674885153122,746
2275000,200.66923897905406,301.56492593727256,746
2280000,218.20632412290823,224.29695245442687,746
2285000,188.5092403414234,279.07410889170046,746
2290000,181.7785291112181,309.3856231830097,746
2295000,207.6024288371544,307.01048818018813,746
2300000,159.37120722697438,268.7312896833582,746
2305000,220.6166052463548,358.0922425300259,746
2310000,195.3816199961834,307.6259671581784,746
2315000,193.00813964195675,349.5363761229162,746
2320000,190.14545011657412,326.7382595779224,746
2325000,209.459765272038,352.0183325803672,746
2330000,186.61148682493032,302.1097822919854,746
2335000,213.57849407628612,289.9011245175677,746
2340000,227.3622707000782,359.16347598303565,746
2345000,195.6416962199231,271.9511447492259,746
2350000,177.8273083934006,285.98344573732305,746
2355000,172.87716509278445,355.0436297475231,746
2360000,217.71755663676865,297.9150328440826,746
2365000,195.57964226926762,334.1239755344042,746
2370000,210.59245734993502,328.0941028820053,746
2375000,196.12538309514312,275.2404405614071,746
2380000,201.3175779710803,268.80287921107697,746
2385000,199.69768892946914,303.80529521790083,746
2390000,152.7255666143999,277.5947496605642,746
2395000,183.67331852559036,286.2991523075934,746
2400000,177.87837066946278,317.17493193123806,746
2405000,170.94473898822193,273.2577305304789,746
2410000,174.42672765998708,283.72780078169137,746
2415000,181.5358995502502,345.6636381276784,746
2420000,180.4519712397317,378.7364273993008,746
2425000,154.26918300720803,271.5873563338691,746
2430000,199.61877921846718,316.32721470940515,746
2435000,219.94988130120453,300.3647209931597,746
2440000,191.8502999151261,327.7988220370085,746
2445000,205.51329945508982,294.0694640566476,746
2450000,185.64827733724246,318.3120155912162,746
2455000,140.8630727981535,294.2496592136507,746
2460000,212.93019016128702,348.8000112916863,746
2465000,207.54587186735597,393.50873103431974,746
2470000,175.94423186415025,353.16122501628325,746
2475000,172.2517276622752,305.62148645485496,746
2480000,174.9182491163787,250.4087760001224,746
2485000,161.6440766152473,307.508811242876,746
2490000,196.2912875267825,290.4713522709974,747
2495000,180.34707848168506,276.73806869593886,747
2500000,187.24576894096938,301.3589924701393,747
2505000,175.78765502794883,269.1784921002823,747
2510000,172.26069233977665,312.50509901691396,747
2515000,169.36024667698095,328.1288238020449,747
2520000,192.74821951590465,296.4934572197743,747
2525000,188.20750286747392,336.16082580181757,747
2530000,179.38710108327552,288.5561906554671,747
2535000,244.6966875382832,378.8655042069019,747
2540000,196.11972381827462,354.7265208768627,747
2545000,191.5046715990659,329.89815511197685,747
2550000,181.43927378926583,294.1358030185179,747
2555000,209.33902727352455,309.3404424712059,747
2560000,215.56877720214408,287.1827074978007,747
2565000,178.3700568257287,254.62413678793732,747
2570000,166.9409406154224,309.7489024012447,747
2575000,196.06585669674405,262.26200595915856,747
2580000,229.55650053064448,288.72004688715555,747
2585000,157.6635484151939,234.91974792113373,747
2590000,177.4150689085072,343.926601329626,747
2595000,201.72404106484115,268.0366420064283,747
2600000,204.37267877773618,273.53859371162304,747
2605000,177.4434827204609,315.59587434349623,747
2610000,210.8043140011843,287.1479381514907,747
2615000,198.55640854093122,258.6436529469545,747
2620000,192.05044563006732,288.3436703672686,747
2625000,197.79628334861135,322.9022550690285,747
2630000,165.83591860160547,321.4399655037883,747
2635000,148.32916130252443,313.1720031060107,747
2640000,177.95979534778587,262.1716350050572,747
2645000,200.99403567775462,306.4327416971623,747
2650000,197.86983663582615,328.96994890356365,747
2655000,207.29530469957845,310.9695970811909,747
2660000,156.0081468924235,308.3835456851609,747
2665000,228.9308509170179,266.95577598729346,747
2670000,165.3252973359349,325.2281528066878,747
2675000,163.01415677686597,257.0923312930628,747
2680000,233.27470734433393,371.0115828312147,747
2685000,159.4768722203833,345.8355367088893,747
2690000,186.23775496930705,293.9162232090712,747
2695000,190.62250745126707,295.96720940319074,747
2700000,172.5055375706837,254.57459680436162,747
2705000,197.60838499629486,255.46203458703476,747
2710000,167.15094112925615,306.70198816576715,747
2715000,181.430509613739,326.647317833487,747
2720000,178.86971133573212,292.18268955805183,747
2725000,221.59395755060453,279.94909333468047,747
2730000,178.74488034975752,289.4863117846415,747
2735000,213.28469787940855,362.93905151794416,747
2740000,173.5450154807152,261.3221717907279,747
2745000,169.55172762035764,295.24626693450006,747
2750000,165.24642352906977,294.00864289113116,747
2755000,171.39287907712705,271.6428284457413,747
2760000,180.84698842715076,330.0068607875391,747
2765000,186.12473331419528,319.4937447343438,747
2770000,189.132018227145,293.5856458349794,747
2775000,214.46004220759835,289.15670108755086,747
2780000,151.2855494284515,281.6424360466094,747
2785000,191.73544247446117,279.9131835622713,747
2790000,167.2085829153706,264.4992801611975,747
2795000,181.57475277635322,314.5365623068333,747
2800000,223.97337560060785,271.36857221216474,747
2805000,191.1163893664619,341.8706717830526,747
2810000,196.51671149019927,362.4823339754793,747
2815000,209.21524451739822,318.54466339763314,747
2820000,212.69766587597562,306.2087436481018,747
2825000,192.5347490743112,260.8126588581836,747
2830000,199.60882468597563,292.047988750634,747
2835000,157.37194973168678,300.80070195993795,747
2840000,178.45720543511263,296.4842954278585,747
2845000,174.7652233010965,260.06648782378164,747
2850000,185.962982988024,281.30725019659405,747
2855000,197.59917601621822,204.04185816849235,747
2860000,140.7354848415958,231.74607143338605,747
2865000,179.69978248154018,324.4452155703083,747
2870000,195.69505798070568,300.4775250106853,747
2875000,195.77979685506068,311.2160924371906,747
2880000,194.89288260855142,366.1230713862842,747
2885000,192.14436103890262,360.9706731549758,747
2890000,165.75473297064363,267.4765979282938,747
2895000,213.5348992574065,321.3266283575942,747
2900000,222.78562936100045,257.24112073180504,747
2905000,233.54535412507624,268.8876871121603,747
2910000,197.70358467759675,288.59355087080405,747
2915000,203.45218952581254,269.64690960639524,747
2920000,166.4279305223402,346.8549024520328,747
2925000,195.07978269864077,297.9608740024081,747
2930000,216.6522336291668,286.662352476231,747
2935000,163.42989763997772,281.18191535148105,747
2940000,169.38563086875212,346.87831214605586,747
2945000,171.44430992282352,311.73365715743597,747
2950000,194.85594379063082,316.6366404382314,747
2955000,180.69241299268427,318.16267068183254,747
2960000,189.6502831595095,288.32683613060465,747
2965000,192.62350198293927,324.24099143968715,747
2970000,177.12664590525034,281.09246539207436,747
2975000,205.00809102439447,284.43689873339866,747
2980000,187.17267932896124,283.517660256172,747
2985000,172.48049794913652,336.2156056859233,747
2990000,214.53583297557498,334.8206106310114,747
2995000,182.2563239048336,318.5869176679935,747
3000000,183.1886215122343,264.9683051847176,747
3005000,210.5171096291962,270.82533801875195,747
3010000,177.08415231499305,338.9589585838832,747
3015000,201.4507428659944,359.68832765704957,747
3020000,181.49106159063973,300.09121650627486,747
3025000,193.39256895309046,308.9997323507755,748
3030000,192.6255900759899,282.92537639256864,747
3035000,206.4128713282753,266.9102325107691,747
3040000,214.05176754616895,306.3968203231277,748
3045000,169.27997317342437,306.66123033093055,748
3050000,169.426548904054,257.77585756086734,748
3055000,184.30575967576277,327.64099059103705,748
3060000,209.0932026994684,363.2920582769226,748
3065000,145.83499760281774,226.34919827466655,748
3070000,174.6583096369311,273.3575628976188,748
3075000,163.75594107212862,313.5094486466112,748
3080000,151.47527234986302,281.4259621476802,748
3085000,216.18533469021116,347.5886660386229,748
3090000,173.09240008607537,243.04426262479674,748
3095000,217.25817240564396,334.18288630061926,748
3100000,212.6198742130477,267.3928491595899,748
3105000,154.337475981713,257.4326890958978,748
3110000,187.23394594263047,308.4914447920343,748
3115000,196.10932917206938,312.7593254911034,748
3120000,195.27783456285061,263.89501634273404,748
3125000,208.3041664376471,268.2051944752554,748
3130000,179.32085651368934,322.123821885368,748
3135000,170.57299757827622,361.5970267801273,748
3140000,191.19397363905514,293.0334187509226,748
3145000,216.76941853455838,307.599846961292,748
3150000,181.11750006512293,288.38058489431097,748
3155000,164.8672422859391,319.2015960846304,748
3160000,184.55533113270633,345.82820001221194,748
3165000,190.1621956337338,350.3369771596257,748
3170000,160.33248660405513,320.52371690037154,748
3175000,196.8801176574623,272.54777840209573,748
3180000,174.7665941480013,283.3785709074922,748
3185000,233.11249192762193,338.10997403780215,748
3190000,234.67201789390114,341.02749521695273,748
3195000,224.8650238495751,350.9132158138344,748
3200000,151.74616865867876,397.1154023968905,748
3205000,196.27682444686135,294.03383401270185,748
3210000,202.70346545125338,255.6665094688204,748
